"type","subtype","cert","date.documented","onset","terminus","publication.id","publication.title","publication.loc.id","publication.loc"
"censorship","Trial","","1911-10-19","","","oape:40","al-Raʾī al-ʿĀmm","geon:276781","Beirut"
"lifeCycle","1","","1910-07-07","","","oape:545","al-Ruṣāfa","geon:98182","Baghdad"
"censorship","P","","1908-11-09","","","NA","al-Rāya al-ʿUthmāniyya","NA","NA"
"censorship","P","","1879-07-23","","","oape:174","al-Salām","geon:745044","Istanbul"
"lifeCycle","1","","1911-04-20","","","oclc:175311776","al-Shabība","geon:169577","Homs"
"censorship","P","","1877-05-24","","","oape:869","al-Shahbāʾ","geon:170063","Aleppo"
"censorship","S","high","1877-06-07","","","oape:869","al-Shahbāʾ","geon:170063","Aleppo"
"censorship","RP","","1877-12-20","","","oape:869","al-Shahbāʾ","geon:170063","Aleppo"
"censorship","S","","1878-02-28","","","oape:869","al-Shahbāʾ","geon:170063","Aleppo"
"censorship","P","","1899-11-20","","","oape:186","al-Shams","geon:170654","Damascus"
"lifeCycle","1","","1900-06-15","","","oape:186","al-Shams","geon:170654","Damascus"
"censorship","P","","1909-05-22","","","oape:544","al-Sharq","geon:170654","Damascus"
"lifeCycle","1","","1909-12-24","","","oape:544","al-Sharq","geon:170654","Damascus"
"censorship","P","","1909-08-02","","","oape:1716","al-Shaʿb","geon:170063","Aleppo"
"censorship","P","","1879-07-11","","","oape:179","al-Shām","geon:170654","Damascus"
"censorship","P","","1891-11-29","","","oape:179","al-Shām","geon:170654","Damascus"
"censorship","P","","1892-06-20","","","oape:179","al-Shām","geon:170654","Damascus"
"censorship","S","high","1902-10-15","","1903-02-23","oape:179","al-Shām","geon:170654","Damascus"
"censorship","PR","","1903-02-23","1902-10-15","","oape:179","al-Shām","geon:170654","Damascus"
"lifeCycle","CP","","1908-12-17","","","oape:179","al-Shām","geon:170654","Damascus"
"censorship","P","","1908-09-20","","","NA","al-Takammul","NA","NA"
"censorship","P","","1906-06-11","","","NA","al-Talmīdh","NA","NA"
"censorship","P","","1908-10-26","","","oape:1619","al-Taqaddum","geon:170063","Aleppo"
"censorship","RP","","1875-10-05","","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","P","","1878-06-13","","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","W","","1881-11-14","","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","S","","1881-12-05","","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","S","","1882-06-20","","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","S","","1882-08-14","","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","W","","1883-08-23","","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","W","","1884-04-03","","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","S","high","1888-02-07","1888-02-13","1888-03-19","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","RP","","1888-03-19","1888-02-13","","oclc:259929318","al-Taqaddum","geon:276781","Beirut"
"censorship","P","","1908-10-26","","","oape:466","al-Thabāt","geon:276781","Beirut"
"censorship","Trial","","1911-10-19","","","oape:466","al-Thabāt","geon:276781","Beirut"
"censorship","PR","","1909-11-04","","","oape:3194","al-Umma","geon:170654","Damascus"
"lifeCycle","1","","1909-12-04","","","oape:3194","al-Umma","geon:170654","Damascus"
"censorship","P","","1908-10-12","","","oape:48","al-Waṭan","geon:276781","Beirut"
"lifeCycle","CP","","1914-10-21","","","oclc:1034551122","al-Āthār","geon:266045","Zahle"
"censorship","P","","","","","oape:1191","al-ʿAdl","geon:3451190","Rio de Janeiro"
"censorship","S","","1910-06-13","","","oape:3408","al-ʿArab","geon:745044","Istanbul"
"censorship","S","high","1910-07-14","","","oape:3408","al-ʿArab","geon:745044","Istanbul"
"lifeCycle","1","","1911-04-20","","","oape:503","al-ʿArīs","geon:169577","Homs"
"lifeCycle","1","","1910-08-18","","","oclc:269216892","al-ʿAṣr al-Jadīd","geon:2210247","Tripoli"
"censorship","P","","1908-09-20","","","oape:45","al-ʿAṣr al-Jadīd","geon:170654","Damascus"
"censorship","BI","","1913-03-24","","","oclc:5164181","al-ʿUmrān","geon:360630","Cairo"
"censorship","W","","1884-06-16","","","NA","al-ʿUrqūb","NA","NA"
"lifeCycle","1","","1910-08-07","","","oclc:644997575","al-Ḥaqāʾiq","geon:170654","Damascus"
"lifeCycle","CP","","1913-08-31","","","oclc:644997575","al-Ḥaqāʾiq","geon:170654","Damascus"
"censorship","S","","1878-01-31","","","oape:3298","al-Ḥaqīqa","geon:2464470","Tunis"
"censorship","S","","1913-06-16","","","oclc:1034550756","al-Ḥaqīqa","geon:276781","Beirut"
"censorship","P","","1909-08-02","","","oape:3414","al-Ḥikma","geon:11432730","Jubayl"
"censorship","P","","1910-06-06","","","oape:3414","al-Ḥikma","geon:11432730","Jubayl"
"censorship","P","","1909-03-22","","","oape:3414","al-Ḥikma","geon:11432730","Jubayl"
"censorship","P","","1911-03-14","","","oape:3586","al-Ḥuqūq","geon:293253","Jaffa"
"censorship","P","","1909-08-02","","","NA","al-Ḥurriya","NA","NA"
"censorship","S","","1911-10-19","","","oclc:783579394","al-Ḥāris","geon:276781","Beirut"
"censorship","P","","1908-10-26","","","oape:3395","al-Ṣabāḥ","geon:2530335","Tangier"
"censorship","P","","1911-07-08","","","NA","al-Ṣadaq","NA","NA"
"censorship","P","","1901-09-07","","","oape:1252","al-Ṣakhra","geon:5128581","New York City"
"censorship","P","","1895-02-10","","","oape:190","al-Ẓāhir","geon:360630","Cairo"
"censorship","BI","","1904-01-01","","","NA","all Egyptian newspapers","NA","NA"
"censorship","S","","1885-03-30","","1885-06-25","NA","all newspapers","NA","NA"
"censorship","W","","1900-02-16","","","NA","all newspapers","NA","NA"
"censorship","W","","1878-02-07","","","NA","all newspapers","NA","NA"
"censorship","PI","","1913-09-06","","","NA","banned papers","NA","NA"
"censorship","PR","","1910-08-30","","","NA","İştirāk","NA","NA"
"censorship","RP","","1911-10-28","","","NA","ʿAlimdār","NA","NA"
"censorship","S","","1903-10-23","","","oclc:792755425","Ḥadīqat al-Akhbār","geon:276781","Beirut"
"censorship","W","","1903-11-01","","","oclc:792755425","Ḥadīqat al-Akhbār","geon:276781","Beirut"
"censorship","P","","1899-09-01","","","NA","Ḥawādis̱-i Müḳtebese","NA","NA"
"censorship","Trial","","1911-06-06","","","oape:1694","Ḥuṭṭ bi-l-Khurj","geon:170654","Damascus"
"lifeCycle","1","","1901-01-28","","","oape:1199","Ṣadā Lubnān","geon:276781","Beirut"
"censorship","RP","","1912-05-02","","","oape:1970","Ṣadā al-Mufīd","geon:276781","Beirut"
"censorship","S","high","1912-09-01","","","oape:1970","Ṣadā al-Mufīd","geon:276781","Beirut"
"censorship","P","","1908-11-09","","","oape:493","Ṣadā al-Shahbāʾ","geon:170063","Aleppo"
"censorship","RP","","1910-08-15","","","oape:493","Ṣadā al-Shahbāʾ","geon:170063","Aleppo"
"censorship","S","","1912-08-16","","","NA","Ṭanīn","NA","NA"
"censorship","S","","1911-10-21","","","NA","Ṭanẓīmāt","NA","NA"
"censorship","S","","1895-08-26","","","oape:877","Ṭarābulus","geon:266826","Tripoli"
"censorship","S","","1895-10-07","","","oape:877","Ṭarābulus","geon:266826","Tripoli"
"censorship","S","high","1905-01-12","","","oape:877","Ṭarābulus","geon:266826","Tripoli"
"censorship","PR","","1905-04-03","","","oape:877","Ṭarābulus","geon:266826","Tripoli"
"censorship","P","","1898-01-03","","","NA","Ḍiyāʾ al-Albāb","NA","NA"
